Time,asks,bids,price
2020-06-27 19:00:00 UTC,20381198.6849945,27728286.4294097,9041.63113138686
2020-06-27 20:00:00 UTC,17447942.9302532,24184418.7940561,8953.92435185185
2020-06-27 21:00:00 UTC,17836255.1313898,24265463.4422383,8962.47170940171
2020-06-27 22:00:00 UTC,19002998.523332,23111359.4445659,9014.4869140625
2020-06-27 23:00:00 UTC,19198858.9082655,24635639.4262181,8992.53949640288
2020-06-28 00:00:00 UTC,19076085.7230497,25144492.3239719,8976.20162790698
2020-06-28 01:00:00 UTC,18624672.8687216,25634680.7641937,8962.68563636364
2020-06-28 02:00:00 UTC,19201437.3052038,26163152.4311006,8961.39389763779
2020-06-28 03:00:00 UTC,19321412.3461212,26209270.1550141,8964.07
2020-06-28 04:00:00 UTC,19285559.4394147,26550080.1414961,8954.64695833333
2020-06-28 05:00:00 UTC,19560049.3510477,27250057.7750562,8962.71058035714
2020-06-28 06:00:00 UTC,19825396.82367,27048301.2295993,8984.51996153846
2020-06-28 07:00:00 UTC,19763316.8935507,27054765.8903455,8994.27719626168
2020-06-28 08:00:00 UTC,20687304.6044807,26722507.7333601,9016.48834415584
2020-06-28 09:00:00 UTC,21076461.5230875,25921565.6088164,9051.33962264151
2020-06-28 10:00:00 UTC,21109868.2284251,25600701.4762299,9056.66548672566
2020-06-28 11:00:00 UTC,20790533.2485399,24420362.6665837,9056.07364661654
2020-06-28 12:00:00 UTC,20122947.4331016,24287154.7465303,9038.98825203252
2020-06-28 13:00:00 UTC,20274152.1420992,24301273.6383626,9046.89654471545
2020-06-28 14:00:00 UTC,24218078.9431297,22163351.2087317,9118.51827586207
2020-06-28 15:00:00 UTC,26446878.8154925,21378341.8317526,9144.26133587786
2020-06-28 16:00:00 UTC,26368930.4082969,21296165.8994141,9155.77524390244
2020-06-28 17:00:00 UTC,26146283.5932197,22000561.1309705,9138.06016666666
2020-06-28 18:00:00 UTC,26519423.6124427,23926820.1778161,9154.10907142857
2020-06-28 19:00:00 UTC,26633310.2400113,24228386.3461088,9146.90485714286
2020-06-28 20:00:00 UTC,26290897.3174368,24124579.9412566,9119.00767326733
2020-06-28 21:00:00 UTC,27018786.9587235,24941649.0299997,9108.92672932331
2020-06-28 22:00:00 UTC,25882232.2750484,26189970.8798754,9093.12941747573
2020-06-28 23:00:00 UTC,27009913.914385,25717520.5546927,9103.5720979021
2020-06-29 00:00:00 UTC,28794152.0054286,25583762.4875199,9104.52040909091
2020-06-29 01:00:00 UTC,28784867.6217731,24615120.038247,9120.9304964539
2020-06-29 02:00:00 UTC,28556697.0280311,23944772.9492465,9124.69405594406
2020-06-29 03:00:00 UTC,28613617.9607035,25359412.7607831,9103.18442982456
2020-06-29 04:00:00 UTC,28329685.5211152,26654687.9176162,9096.10267175573
2020-06-29 05:00:00 UTC,29056802.8147058,26146631.9050797,9107.3877037037
2020-06-29 06:00:00 UTC,27401582.6167074,26733735.2335158,9091.17311023622
2020-06-29 07:00:00 UTC,26274025.6730945,27069282.4522383,9082.13536585366
2020-06-29 08:00:00 UTC,25664005.9087934,27498860.9642222,9070.33011111111
2020-06-29 09:00:00 UTC,27831811.6273565,26832577.844488,9094.821375
2020-06-29 10:00:00 UTC,30013684.6359343,26033354.9612791,9107.33375
2020-06-29 11:00:00 UTC,27212602.033276,27197776.9811858,9082.52602678571
2020-06-29 12:00:00 UTC,28237507.5973956,27317533.0688794,9090.8678125
2020-06-29 13:00:00 UTC,25505853.7687162,27669841.6906404,9049.05386861314
2020-06-29 14:00:00 UTC,25731985.3675792,27531234.7640736,9059.46359223301
2020-06-29 15:00:00 UTC,27494546.7536195,24645797.4821162,9084.75161157025
2020-06-29 16:00:00 UTC,30347926.3362773,22922541.4119267,9116.79466666667
2020-06-29 17:00:00 UTC,30361029.3034762,22527489.5032479,9126.89908653846
2020-06-29 18:00:00 UTC,28889107.317486,21756077.1865813,9145.54693396226
2020-06-29 19:00:00 UTC,28856792.9392334,22067680.5093573,9142.40678571429
2020-06-29 20:00:00 UTC,28999741.4537492,23706115.3814668,9163.78760504202
2020-06-29 21:00:00 UTC,28866956.4112761,21658284.2886267,9213.3843877551
2020-06-29 22:00:00 UTC,29047947.6335844,22049637.1656245,9207.03131147541
2020-06-29 23:00:00 UTC,27833934.8108127,22259799.6911255,9182.19449612403
2020-06-30 00:00:00 UTC,28527376.7632533,22669743.9654957,9181.12180851064
2020-06-30 01:00:00 UTC,28700226.2281228,23122273.6455164,9177.05840136055
2020-06-30 02:00:00 UTC,28845524.2472207,22798235.3990793,9178.36511029412
2020-06-30 03:00:00 UTC,29017702.9843691,23059433.5188407,9170.29539370079
2020-06-30 04:00:00 UTC,28732343.3767457,23719651.538425,9165.74739726028
2020-06-30 05:00:00 UTC,28525480.811651,23877686.6391169,9143.50958646617
2020-06-30 06:00:00 UTC,27902470.6892704,23658218.0017913,9130.70278688525
2020-06-30 07:00:00 UTC,28225601.6405089,23513780.1293622,9133.636
2020-06-30 08:00:00 UTC,28105328.6411082,23513972.2724569,9128.24237931035
2020-06-30 09:00:00 UTC,28471546.3172222,23078410.9920642,9149.44085820896
2020-06-30 10:00:00 UTC,28721371.9085371,23173636.2414735,9151.69718045113
2020-06-30 11:00:00 UTC,28984275.2439174,23502222.6665117,9142.01552083333
2020-06-30 12:00:00 UTC,28855546.4060204,23854292.7928888,9130.91458333333
2020-06-30 13:00:00 UTC,27862126.2360116,24764502.8331225,9109.2325
2020-06-30 14:00:00 UTC,29094375.9840649,23784923.0367816,9152.53416666667
2020-06-30 15:00:00 UTC,28704194.8405675,23260340.7048261,9173.62212962963
2020-06-30 16:00:00 UTC,28491480.7945918,23402673.5719992,9165.89394736842
2020-06-30 17:00:00 UTC,28649183.5312274,23609291.0832682,9149.24105263158
2020-06-30 18:00:00 UTC,28546343.8137259,23954888.9800319,9138.57065384615
2020-06-30 19:00:00 UTC,28370722.2018917,24073993.172217,9133.00026923077
2020-06-30 20:00:00 UTC,28013800.4960209,23477177.8606998,9145.90327731092
2020-06-30 21:00:00 UTC,28255013.1803674,23142346.5597174,9161.48131067961
2020-06-30 22:00:00 UTC,28178918.6265598,23473839.316843,9137.50836
2020-06-30 23:00:00 UTC,28266578.0409982,23546425.710251,9143.63658415842
2020-07-01 00:00:00 UTC,27851107.9408445,24050389.1737172,9112.95740310077
2020-07-01 01:00:00 UTC,28008365.4965166,23839272.439996,9116.45793859649
2020-07-01 02:00:00 UTC,28421612.7636051,23851978.7080018,9130.70798449613
2020-07-01 03:00:00 UTC,28504496.6652027,23880292.8464748,9128.77492248062
2020-07-01 04:00:00 UTC,28261900.7299765,23994067.6622584,9152.8987804878
2020-07-01 05:00:00 UTC,28128442.1085857,24156265.8109304,9144.88741935484
2020-07-01 06:00:00 UTC,27913635.6145249,24141130.995541,9135.55288793104
2020-07-01 07:00:00 UTC,28436449.013999,24094257.2965181,9144.05448529412
2020-07-01 08:00:00 UTC,28030256.7959469,23702142.1962615,9163.03257142857
2020-07-01 09:00:00 UTC,28006475.1603949,23910483.4357174,9168.64118644068
2020-07-01 10:00:00 UTC,28046306.258899,24086724.9135196,9152.05593495935
2020-07-01 11:00:00 UTC,27913063.9265559,24525725.6263178,9143.99667857143
2020-07-01 12:00:00 UTC,27790054.916646,24326415.3331819,9147.67066666667
