Time,asks,bids,price
2020-06-27 19:00:00 UTC,2766279.25781831,4461416.19191246,9041.63113138686
2020-06-27 20:00:00 UTC,2062958.05619693,2256270.09505365,8953.92435185185
2020-06-27 21:00:00 UTC,2332251.51060253,2358295.41638503,8962.47170940171
2020-06-27 22:00:00 UTC,2278971.45910658,2000274.65644996,9014.4869140625
2020-06-27 23:00:00 UTC,2152160.64986023,2185302.71213113,8992.53949640288
2020-06-28 00:00:00 UTC,2102482.83501871,2176103.08329077,8976.20162790698
2020-06-28 01:00:00 UTC,2173423.00232684,2376927.24366004,8962.68563636364
2020-06-28 02:00:00 UTC,2425839.00086236,2653631.37169683,8961.3938976378
2020-06-28 03:00:00 UTC,2415190.1829246,2631364.76027175,8964.07
2020-06-28 04:00:00 UTC,2535208.21450885,2903609.11562963,8954.64695833333
2020-06-28 05:00:00 UTC,2561504.31695874,3094032.5572715,8962.71058035714
2020-06-28 06:00:00 UTC,2658283.13153145,2736669.89574445,8984.51996153846
2020-06-28 07:00:00 UTC,2575996.09311853,2597985.9051992,8994.27719626168
2020-06-28 08:00:00 UTC,3179178.70636465,2649904.81210463,9016.48834415584
2020-06-28 09:00:00 UTC,3862875.35201561,2206299.76110862,9051.33962264151
2020-06-28 10:00:00 UTC,3858426.9394062,2061507.02122381,9056.66548672566
2020-06-28 11:00:00 UTC,3806692.68292883,2188556.88277866,9056.07364661654
2020-06-28 12:00:00 UTC,3452620.69969622,2198911.53688131,9038.98825203252
2020-06-28 13:00:00 UTC,3408539.35097157,2369974.8996227,9046.89654471545
2020-06-28 14:00:00 UTC,3308194.352163,2501090.14973745,9118.51827586207
2020-06-28 15:00:00 UTC,3216224.87507394,2502906.23238499,9144.26133587786
2020-06-28 16:00:00 UTC,3169882.61104802,2313925.64092297,9155.77524390244
2020-06-28 17:00:00 UTC,3022615.02352622,2350856.07031108,9138.06016666666
2020-06-28 18:00:00 UTC,3168983.08095835,2395862.26834182,9154.10907142857
2020-06-28 19:00:00 UTC,3275310.20672827,2374445.91018971,9146.90485714286
2020-06-28 20:00:00 UTC,3015782.89019533,2295840.93428583,9119.00767326733
2020-06-28 21:00:00 UTC,3052479.55049861,2327312.51090083,9108.92672932331
2020-06-28 22:00:00 UTC,2978134.34714117,2604230.33541118,9093.12941747573
2020-06-28 23:00:00 UTC,3234101.99344749,2693061.01227201,9103.5720979021
2020-06-29 00:00:00 UTC,4758739.95589537,2646655.80745928,9104.52040909091
2020-06-29 01:00:00 UTC,4911554.75256206,2594210.1704437,9120.93049645391
2020-06-29 02:00:00 UTC,4748818.67454483,2560555.94436106,9124.69405594406
